concept,polarity,closeness_male,closeness_female,closeness_global_north,closeness_global_south
developer_announce,positive,,,,
different_test,positive,,,,
digital_currency,positive,,,,
digital_payment,positive,,,,
digital_transformation,positive,,,,
direct_line,positive,,,,
direct_rise,positive,,,,
disappointing_report,negative,,,,
disappointing_result,negative,,,,
disappointing_sale,negative,,,,
discriminatory_practice,negative,,,,
dismiss_plan,negative,,,,
disrupt_chain,negative,,,,
diversify_base,positive,,,,
divest_plan,negative,,,,
divide_board,positive,,,,
do_what,negative,,,,
dollar_continue,positive,,,,
dont_know,positive,,,,
double_bottom,positive,,,,
down_further,negative,,,,
down_step,negative,,,,
downturn_lead,negative,,,,
drive_confidence,positive,,,,
drive_demand,positive,,,,
drive_earnings,positive,,,,
drive_economy,positive,,,,
drive_efficiency,positive,,,,
drive_estimate,positive,,,,
drive_expectation,positive,,,,
drive_gain,positive,,,,
drive_growth,positive,,,,
drive_high,positive,,,,
drive_innovation,positive,,,,
drive_loyalty,positive,,,,
drive_optimism,positive,,,,
drive_price,positive,,,,
drive_profit,positive,,,,
drive_revenue,positive,,,,
drive_sale,positive,,,,
drive_surge,positive,,,,
drop_shell,positive,,,,
drug_fail,negative,,,,
dust_reverse,negative,,,,
early_post,positive,,,,
earn_play,negative,,,,
earning_beat,positive,,,,
earnings_beat,positive,,,,
earnings_drive,positive,,,,
earnings_exceed,positive,,,,
earnings_fall,negative,,,,
earnings_miss,negative,,,,
economic_concern,negative,,,,
economic_datum,positive,,,,
economic_fear,negative,,,,
economic_indicator,positive,,,,
economic_recession,negative,,,,
economic_slowdown,negative,,,,
economist_predict,positive,,,,
economy_grow,positive,,,,
economy_rebound,positive,,,,
edge_offer,positive,,,,
efficiency_increase,positive,,,,
electric_beat,positive,,,,
electric_car,positive,,,,
electric_face,negative,,,,
electric_report,positive,,,,
eligible_alcohol,positive,,,,
end_concern,positive,,,,
end_digital,negative,,,,
enhance_performance,positive,,,,
enhance_productivity,positive,,,,
enhance_reputation,positive,,,,
ensure_compliance,negative,,,,
environmental_damage,negative,,,,
environmental_group,positive,,,,
environmental_impact,negative,,,,
environmental_lawsuit,negative,,,,
environmental_stewardship,positive,,,,
ethical_practice,positive,,,,
eu_drop,positive,,,,
even_damned,positive,,,,
even_down,positive,,,,
exceed_estimate,positive,,,,
exceed_expectation,positive,,,,
exceptionally_well,positive,,,,
exchange_opt,negative,,,,
executive_compensation,negative,,,,
expand_business,positive,,,,
expand_capability,positive,,,,
expand_fleet,positive,,,,
expand_offering,positive,,,,
expand_operation,positive,,,,
expand_partner,positive,,,,
expand_plan,positive,,,,
expand_service,positive,,,,
expansion_yield,positive,,,,
experience_decline,negative,,,,
experience_downturn,negative,,,,
experience_growth,positive,,,,
experience_resurgence,positive,,,,
experience_surge,positive,,,,
explore_tie,positive,,,,
expose_information,negative,,,,
expose_million,negative,,,,
express_beat,positive,,,,
extend_deadline,positive,,,,
extend_deal,positive,,,,
face_backlash,negative,,,,
face_boycott,negative,,,,
face_breach,negative,,,,
face_challenge,negative,,,,
face_competition,negative,,,,
face_controversy,negative,,,,
face_criticism,negative,,,,
face_delay,negative,,,,
face_disruption,negative,,,,
face_fine,negative,,,,
face_investigation,negative,,,,
face_lawsuit,negative,,,,
face_outrage,negative,,,,
face_penalty,negative,,,,
face_pressure,negative,,,,
face_profit,negative,,,,
face_protest,negative,,,,
face_recall,negative,,,,
face_sanction,negative,,,,
face_scandal,negative,,,,
face_scrutiny,negative,,,,
face_setback,negative,,,,
face_trouble,negative,,,,
face_wave,negative,,,,
facial_recognition,negative,,,,
facial_technology,negative,,,,
fake_account,negative,,,,
fake_news,negative,,,,
fast_food,negative,,,,
fast_reverse,negative,,,,
fatal_crash,negative,,,,
favorite_trade,positive,,,,
fear_grow,negative,,,,
fear_intensify,negative,,,,
fed_cut,positive,,,,
feed_momentum,positive,,,,
feed_start,negative,,,,
female_employee,negative,,,,
figure_show,positive,,,,
finance_project,negative,,,,
financial_crisis,negative,,,,
financial_experience,negative,,,,
financial_irregularity,negative,,,,
financial_loss,negative,,,,
financial_market,negative,,,,
financial_officer,positive,,,,
financial_performance,positive,,,,
financial_position,positive,,,,
financial_report,negative,,,,
financial_scandal,negative,,,,
financial_service,negative,,,,
financial_strain,negative,,,,
financial_trouble,negative,,,,
find_one,positive,,,,
find_reserve,negative,,,,
find_setup,positive,,,,
fine_help,positive,,,,
fine_weekend,positive,,,,
firm_face,negative,,,,
firm_see,positive,,,,
flight_cancel,negative,,,,
fly_shopper,positive,,,,
focus_drive,positive,,,,
focus_lead,positive,,,,
follow_decline,negative,,,,
follow_level,positive,,,,
follow_trend,positive,,,,
ford_announce,negative,,,,
foreign_exchange,negative,,,,
former_brokerage,positive,,,,
fourth_loss,negative,,,,
fraudulent_activity,negative,,,,
fraudulent_practice,negative,,,,
free_shopper,positive,,,,
from_bank,positive,,,,
from_brazil,positive,,,,
from_call,positive,,,,
from_collapse,negative,,,,
from_company,positive,,,,
from_competition,negative,,,,
from_consumer,positive,,,,
from_deal,positive,,,,
from_demand,positive,,,,
from_government,negative,,,,
from_investigation,positive,,,,
from_mode,positive,,,,
from_recall,negative,,,,
from_regulator,negative,,,,
from_shift,positive,,,,
from_spirit,negative,,,,
from_trial,positive,,,,
from_world,positive,,,,
from_yesterday,positive,,,,
fuel_earnings,positive,,,,
fuel_growth,positive,,,,
fuel_optimism,positive,,,,
funny_thing,positive,,,,
further_look,negative,,,,
future_demand,positive,,,,
gain_momentum,positive,,,,
gain_traction,positive,,,,
gainer_include,positive,,,,
gap_fill,positive,,,,
gather_pace,positive,,,,
general_dynamics,positive,,,,
general_trust,positive,,,,
generate_buzz,positive,,,,
generate_growth,positive,,,,
generic_biz,positive,,,,
generic_version,positive,,,,
get_attention,positive,,,,
get_chance,positive,,,,
get_lot,positive,,,,
get_mojo,positive,,,,
giant_face,negative,,,,
give_report,positive,,,,
global_company,negative,,,,
global_concern,negative,,,,
global_disruption,negative,,,,
global_fear,negative,,,,
global_recession,negative,,,,
global_shipment,negative,,,,
global_shortage,negative,,,,
global_slowdown,negative,,,,
global_stability,negative,,,,
global_supply,negative,,,,
globally_add,positive,,,,
globally_expand,positive,,,,
go_gold,positive,,,,
go_growth,positive,,,,
gold_wonder,positive,,,,
good_earnings,positive,,,,
good_morning,positive,,,,
good_news,positive,,,,
good_rally,positive,,,,
good_setup,positive,,,,
good_thing,positive,,,,
government_cut,negative,,,,
government_oppose,negative,,,,
government_sell,negative,,,,
great_stock,positive,,,,
green_light,positive,,,,
grounding_lead,negative,,,,
group_beat,positive,,,,
group_face,negative,,,,
group_lead,positive,,,,
group_report,positive,,,,
group_say,positive,,,,
group_win,positive,,,,
happy_group,positive,,,,
harassment_allege,negative,,,,
hard_hit,negative,,,,
have_impact,negative,,,,
have_interest,positive,,,,
have_sort,negative,,,,
have_weekend,positive,,,,
headline_read,positive,,,,
healthy_economy,positive,,,,
healthy_market,positive,,,,
healthy_sector,positive,,,,
heat_come,positive,,,,
heavily_invest,positive,,,,
heavily_loss,negative,,,,
heavy_volume,positive,,,,
help_return,positive,,,,
here_add,positive,,,,
here_lead,positive,,,,
here_positive,positive,,,,
here_see,negative,,,,
here_short,negative,,,,
hide_risk,negative,,,,
high_call,positive,,,,
high_demand,positive,,,,
high_earnings,positive,,,,
high_end,positive,,,,
high_flyer,negative,,,,
high_frequency,positive,,,,
high_growth,positive,,,,
high_name,positive,,,,
high_profile,negative,,,,
high_profit,positive,,,,
high_quality,positive,,,,
high_return,positive,,,,
high_revenue,positive,,,,
high_sale,positive,,,,
high_spending,positive,,,,
high_stock,positive,,,,
highlight_risk,negative,,,,
highly_cover,negative,,,,
highly_regard,positive,,,,
hire_employee,positive,,,,
hire_plan,positive,,,,
hire_worker,positive,,,,
hit_high,positive,,,,
hit_industry,negative,,,,
hit_low,negative,,,,
hit_plan,negative,,,,
hit_profit,negative,,,,
hit_retailer,negative,,,,
hit_train,negative,,,,
hit_wall,negative,,,,
hold_week,positive,,,,
holding_plan,positive,,,,
home_stay,positive,,,,
hoopla_hide,negative,,,,
hot_market,positive,,,,
hot_stock,positive,,,,
how_affect,negative,,,,
how_go,positive,,,,
however_be,positive,,,,
huge_buy,positive,,,,
hurt_rival,negative,,,,
ignore_risk,negative,,,,
impact_industry,negative,,,,
impact_market,negative,,,,
impact_production,negative,,,,
impressive_earnings,positive,,,,
impressive_growth,positive,,,,
improbable_blow,positive,,,,
improve_satisfaction,positive,,,,
in_get,positive,,,,
increase_production,positive,,,,
index_close,positive,,,,
index_reach,positive,,,,
indicate_confidence,positive,,,,
indicate_growth,positive,,,,
indicate_market,positive,,,,
indicate_optimism,positive,,,,
indicate_potential,positive,,,,
industrial_goods,positive,,,,
industrial_service,positive,,,,
industry_boom,positive,,,,
industry_bounce,positive,,,,
industry_drive,positive,,,,
industry_experience,positive,,,,
industry_face,negative,,,,
industry_grow,positive,,,,
industry_hit,negative,,,,
industry_rebound,positive,,,,
industry_recover,positive,,,,
industry_set,positive,,,,
industry_show,positive,,,,
industry_struggle,negative,,,,
industry_suffer,negative,,,,
industry_thriving,positive,,,,
inflation_rise,negative,,,,
initiative_reduce,positive,,,,
initiative_streamline,positive,,,,
injectable_drug,positive,,,,
innovative_strategy,positive,,,,
insider_sell,negative,,,,
insight_hire,positive,,,,
inspire_confidence,positive,,,,
institution_announce,positive,,,,
institution_face,negative,,,,
institution_seem,positive,,,,
institutional_investor,positive,,,,
intercontinental_exchange,negative,,,,
interest_grow,positive,,,,
international_report,positive,,,,
introduce_product,positive,,,,
introduce_program,positive,,,,
invest_criticism,negative,,,,
invest_initiative,positive,,,,
invest_plan,positive,,,,
investment_increase,positive,,,,
investment_lead,positive,,,,
investor_bet,positive,,,,
investor_cheer,positive,,,,
investor_confidence,positive,,,,
investor_flock,positive,,,,
investor_seek,positive,,,,
investor_shrug,positive,,,,
investor_turn,positive,,,,
involve_irregularity,negative,,,,
issue_impact,negative,,,,
join_force,positive,,,,
joint_venture,positive,,,,
jump_threaten,negative,,,,
just_break,positive,,,,
just_fine,positive,,,,
just_follow,positive,,,,
just_get,negative,,,,
just_have,positive,,,,
just_launch,positive,,,,
just_receive,positive,,,,
keep_decision,positive,,,,
keep_eye,positive,,,,
keep_rate,positive,,,,
key_trial,positive,,,,
kill_it,negative,,,,
kingfisher_bid,negative,,,,
know_at,positive,,,,
know_vol,positive,,,,
ladder_buy,negative,,,,
large_cap,positive,,,,
large_tech,positive,,,,
last_round,negative,,,,
late_figure,positive,,,,
late_quarter,positive,,,,
late_report,positive,,,,
lately_run,positive,,,,
launch_line,positive,,,,
launch_plan,positive,,,,
launch_product,positive,,,,
lay_employee,negative,,,,
lay_plan,negative,,,,
lay_thousand,negative,,,,
lead_charge,positive,,,,
lead_high,positive,,,,
lead_stock,positive,,,,
lead_way,positive,,,,
learn_anything,positive,,,,
legal_action,negative,,,,
legal_challenge,negative,,,,
legal_group,negative,,,,
less_cheap,negative,,,,
level_here,negative,,,,
life_announce,negative,,,,
life_lift,positive,,,,
life_say,positive,,,,
lift_profit,positive,,,,
lift_sector,positive,,,,
like_class,positive,,,,
lim_breakout,negative,,,,
liquid_name,positive,,,,
little_cup,positive,,,,
load_party,negative,,,,
local_growth,positive,,,,
long_add,positive,,,,
long_allow,positive,,,,
long_basis,positive,,,,
long_go,positive,,,,
long_if,positive,,,,
long_position,positive,,,,
long_setup,positive,,,,
long_tech,positive,,,,
long_trade,positive,,,,
look_setup,negative,,,,
look_spy,positive,,,,
look_time,positive,,,,
lose_third,negative,,,,
lot_look,positive,,,,
low_earnings,negative,,,,
low_inflation,positive,,,,
low_name,positive,,,,
low_pay,negative,,,,
low_profit,negative,,,,
low_sale,negative,,,,
low_total,negative,,,,
low_wage,negative,,,,
lower_cost,positive,,,,
lower_price,positive,,,,
major_breach,negative,,,,
major_breakthrough,positive,,,,
major_chain,negative,,,,
major_corporation,negative,,,,
major_currency,positive,,,,
major_development,positive,,,,
major_disruption,negative,,,,
major_fail,negative,,,,
major_institution,negative,,,,
major_investigation,negative,,,,
major_investment,positive,,,,
major_lawsuit,negative,,,,
major_off,negative,,,,
major_plan,negative,,,,
major_player,positive,,,,
major_project,positive,,,,
major_recall,negative,,,,
major_scandal,negative,,,,
major_setback,negative,,,,
major_support,negative,,,,
make_high,positive,,,,
make_money,negative,,,,
make_play,positive,,,,
make_sense,positive,,,,
make_week,positive,,,,
manipulate_market,negative,,,,
manufacturer_recall,negative,,,,
many_area,positive,,,,
many_company,positive,,,,
many_investor,positive,,,,
many_other,positive,,,,
many_people,positive,,,,
march_continue,negative,,,,
market_continue,positive,,,,
market_cool,negative,,,,
market_down,positive,,,,
market_drop,negative,,,,
market_face,negative,,,,
market_plunge,negative,,,,
market_rally,positive,,,,
market_react,negative,,,,
market_remain,positive,,,,
market_show,positive,,,,
market_slow,negative,,,,
market_surge,positive,,,,
market_tumble,negative,,,,
massive_layoff,negative,,,,
massive_loss,negative,,,,
may_bad,positive,,,,
may_ripe,positive,,,,
meanwhile_ease,negative,,,,
medical_advancement,positive,,,,
medical_device,positive,,,,
medical_safety,negative,,,,
medical_service,positive,,,,
medical_technology,positive,,,,
meet_demand,positive,,,,
meet_minister,positive,,,,
merger_signal,positive,,,,
messenger_second,positive,,,,
might_concern,positive,,,,
mistreatment_allege,negative,,,,
model_become,positive,,,,
monetary_policy,positive,,,,
monopolistic_practice,negative,,,,
more_business,positive,,,,
more_customer,positive,,,,
more_investor,positive,,,,
more_passenger,positive,,,,
more_people,positive,,,,
more_popular,positive,,,,
more_positive,positive,,,,
more_reason,negative,,,,
more_sense,positive,,,,
more_tech,positive,,,,
more_trade,positive,,,,
more_upside,positive,,,,
morgan_report,positive,,,,
most_bullish,positive,,,,
most_expose,negative,,,,
most_high,positive,,,,
most_trend,positive,,,,
motor_beat,positive,,,,
motor_report,positive,,,,
mount_debt,negative,,,,
mount_file,negative,,,,
multiple_country,negative,,,,
mutual_pick,positive,,,,
name_go,positive,,,,
natural_gas,positive,,,,
near_term,negative,,,,
negative_impact,negative,,,,
negatively_react,negative,,,,
never_finish,negative,,,,
never_tell,positive,,,,
new_activity,positive,,,,
new_bid,positive,,,,
new_company,positive,,,,
new_deal,positive,,,,
new_development,positive,,,,
new_drug,positive,,,,
new_employee,positive,,,,
new_factory,positive,,,,
new_feature,positive,,,,
new_goal,positive,,,,
new_height,positive,,,,
new_hod,positive,,,,
new_home,negative,,,,
new_if,positive,,,,
new_initiative,positive,,,,
new_item,positive,,,,
new_job,positive,,,,
new_line,positive,,,,
new_market,positive,,,,
new_one,positive,,,,
new_opportunity,positive,,,,
new_partnership,positive,,,,
new_pill,positive,,,,
new_post,negative,,,,
new_project,positive,,,,
new_record,positive,,,,
new_report,positive,,,,
new_restaurant,positive,,,,
new_squeeze,negative,,,,
new_stake,positive,,,,
new_store,positive,,,,
new_stream,positive,,,,
new_strike,negative,,,,
new_study,positive,,,,
new_technology,positive,,,,
new_treatment,positive,,,,
new_user,positive,,,,
next_chart,positive,,,,
next_decade,positive,,,,
next_winner,positive,,,,
next_year,positive,,,,
nice_breakout,positive,,,,
nice_cup,positive,,,,
nice_day,positive,,,,
nice_name,negative,,,,
nice_reversal,positive,,,,
nice_volume,positive,,,,
nice_work,positive,,,,
nicely_continue,positive,,,,
normally_produce,positive,,,,
not_bad,positive,,,,
not_concern,positive,,,,
not_confident,negative,,,,
not_egregious,positive,,,,
not_last,positive,,,,
not_like,negative,,,,
not_opt,negative,,,,
not_pay,negative,,,,
not_produce,positive,,,,
not_sell,positive,,,,
not_sure,negative,,,,
not_think,negative,,,,
notable_gainer,positive,,,,
nothing_change,positive,,,,
now_eligible,positive,,,,
now_have,positive,,,,
now_invest,positive,,,,
now_look,positive,,,,
now_stock,positive,,,,
now_up,positive,,,,
of_retailer,positive,,,,
offer_hope,positive,,,,
offer_increase,positive,,,,
offer_partner,positive,,,,
offer_premium,positive,,,,
oil_fall,negative,,,,
once_more,positive,,,,
only_stock,negative,,,,
open_factory,positive,,,,
open_plan,positive,,,,
open_store,positive,,,,
opportunity_await,positive,,,,
option_be,positive,,,,
oracle_report,positive,,,,
original_call,positive,,,,
other_controversy,negative,,,,
other_currency,positive,,,,
other_flyer,negative,,,,
other_market,positive,,,,
other_retailer,positive,,,,
other_scandal,negative,,,,
other_side,positive,,,,
other_twit,positive,,,,
out_benefit,positive,,,,
out_there,positive,,,,
outlook_improve,positive,,,,
outperform_peer,positive,,,,
over_load,negative,,,,
over_million,positive,,,,
overseas_factory,negative,,,,
own_stock,positive,,,,
owner_consider,positive,,,,
pandemic_lead,negative,,,,
partnership_drive,positive,,,,
party_back,negative,,,,
passenger_rise,positive,,,,
patent_turn,positive,,,,
patience_pay,positive,,,,
pay_billion,negative,,,,
pay_more,positive,,,,
people_book,positive,,,,
people_buy,positive,,,,
people_seek,positive,,,,
people_stay,positive,,,,
people_travel,positive,,,,
performance_attract,positive,,,,
personal_information,negative,,,,
personal_share,negative,,,,
pharmaceutical_business,positive,,,,
pharmaceutical_sale,positive,,,,
pick_stock,positive,,,,
plan_acquisition,positive,,,,
plan_speed,positive,,,,
plastic_pollution,negative,,,,
plastic_waste,negative,,,,
political_figure,negative,,,,
political_instability,negative,,,,
political_stance,negative,,,,
poor_condition,negative,,,,
poor_performance,negative,,,,
population_aging,positive,,,,
position_allow,positive,,,,
positive_comment,positive,,,,
positive_earnings,positive,,,,
positive_news,positive,,,,
positive_outcome,positive,,,,
positive_outlook,positive,,,,
positive_report,positive,,,,
positive_result,positive,,,,
positive_sign,positive,,,,
positive_start,positive,,,,
possibly_name,positive,,,,
post_earnings,positive,,,,
post_election,positive,,,,
post_gain,positive,,,,
post_loss,negative,,,,
potential_bidder,positive,,,,
potential_fine,negative,,,,
potential_gram,negative,,,,
predict_growth,positive,,,,
pressure_mount,negative,,,,
pretty_attractive,positive,,,,
pretty_much,negative,,,,
pretty_vogue,positive,,,,
prevalence_have,negative,,,,
price_climb,positive,,,,
price_dip,negative,,,,
price_further,negative,,,,
price_plummet,negative,,,,
price_take,negative,,,,
produce_stock,positive,,,,
profit_beat,positive,,,,
profit_hit,negative,,,,
profit_plunge,negative,,,,
prominent_investor,positive,,,,
promising_result,positive,,,,
protest_condition,negative,,,,
protest_wage,negative,,,,
provide_boost,positive,,,,
public_backlash,negative,,,,
public_criticism,negative,,,,
public_health,negative,,,,
public_outrage,negative,,,,
public_scrutiny,negative,,,,
pull_product,negative,,,,
pursue_opportunity,positive,,,,
push_price,positive,,,,
put_risk,negative,,,,
quality_control,negative,,,,
quarterly_profit,positive,,,,
quarterly_total,negative,,,,
quench_thirst,positive,,,,
questionable_practice,negative,,,,
raise_concern,negative,,,,
raise_rate,positive,,,,
rally_gain,positive,,,,
ramp_production,positive,,,,
rare_drug,positive,,,,
rate_drive,positive,,,,
rate_drop,positive,,,,
rate_fall,positive,,,,
rate_forecast,positive,,,,
rate_rise,negative,,,,
ready_pride,negative,,,,
ready_stock,positive,,,,
real_risk,negative,,,,
really_nice,negative,,,,
recall_million,negative,,,,
recall_product,negative,,,,
recall_thousand,negative,,,,
recall_vehicle,negative,,,,
receive_action,negative,,,,
receive_report,negative,,,,
recently_take,positive,,,,
recession_follow,negative,,,,
recession_lead,negative,,,,
record_drive,positive,,,,
record_earnings,positive,,,,
record_fine,negative,,,,
record_level,negative,,,,
record_number,positive,,,,
record_profit,positive,,,,
recovery_gain,positive,,,,
reduce_debt,positive,,,,
reduce_footprint,positive,,,,
reduce_track,positive,,,,
reflect_strength,positive,,,,
regulation_increase,negative,,,,
regulator_back,positive,,,,
regulatory_challenge,negative,,,,
regulatory_crackdown,negative,,,,
regulatory_fine,negative,,,,
regulatory_investigation,negative,,,,
regulatory_sanction,negative,,,,
regulatory_scrutiny,negative,,,,
regulatory_violation,negative,,,,
reinstate_dividend,positive,,,,
reinstate_set,positive,,,,
reiterate_buy,positive,,,,
reiterate_rating,positive,,,,
related_action,negative,,,,
related_claim,negative,,,,
relatively_well,positive,,,,
remain_future,positive,,,,
remain_most,positive,,,,
renew_pursuit,positive,,,,
renewable_company,positive,,,,
renewable_stock,positive,,,,
repeat_business,positive,,,,
report_beat,positive,,,,
report_booking,positive,,,,
report_decline,negative,,,,
report_earnings,positive,,,,
report_exceed,positive,,,,
report_fall,negative,,,,
report_growth,positive,,,,
report_late,negative,,,,
report_lift,positive,,,,
report_loss,negative,,,,
report_result,positive,,,,
report_revenue,positive,,,,
report_show,positive,,,,
reputation_take,negative,,,,
reserve_announce,positive,,,,
reserve_decline,positive,,,,
restriction_continue,negative,,,,
restriction_ease,positive,,,,
retailer_face,negative,,,,
retailer_sell,negative,,,,
retailer_struggle,negative,,,,
revenue_beat,positive,,,,
ripe_stock,positive,,,,
rise_lead,negative,,,,
rise_percent,positive,,,,
robust_demand,positive,,,,
robust_earnings,positive,,,,
robust_market,positive,,,,
rock_street,negative,,,,
rumor_swirl,negative,,,,
run_await,positive,,,,
sale_drive,positive,,,,
sale_rebound,positive,,,,
same_downness,positive,,,,
san_say,positive,,,,
sanction_put,negative,,,,
satisfaction_increase,positive,,,,
scandal_rock,negative,,,,
scrutiny_increase,negative,,,,
second_quarter,positive,,,,
sector_continue,positive,,,,
sector_drive,positive,,,,
sector_experience,positive,,,,
sector_face,negative,,,,
sector_lead,positive,,,,
sector_rebound,positive,,,,
sector_rise,positive,,,,
sector_see,positive,,,,
sector_show,positive,,,,
sector_take,positive,,,,
secure_ownership,positive,,,,
secure_winner,positive,,,,
see_decline,negative,,,,
see_demand,positive,,,,
see_earnings,positive,,,,
see_fall,negative,,,,
see_filing,positive,,,,
see_gap,positive,,,,
see_growth,positive,,,,
see_off,negative,,,,
see_reason,negative,,,,
see_return,positive,,,,
see_sale,positive,,,,
see_slowdown,negative,,,,
see_surge,positive,,,,
see_upside,positive,,,,
see_video,negative,,,,
see_volatility,negative,,,,
seek_tonic,positive,,,,
sell_all,negative,,,,
sell_cup,positive,,,,
sell_hotel,positive,,,,
sell_strength,negative,,,,
sell_unit,positive,,,,
send_share,positive,,,,
send_stock,positive,,,,
serve_passenger,positive,,,,
service_base,positive,,,,
service_win,positive,,,,
set_record,positive,,,,
set_sight,positive,,,,
settle_claim,negative,,,,
settle_lawsuit,negative,,,,
settle_scandal,negative,,,,
setup_fail,negative,,,,
several_accident,negative,,,,
sexual_harassment,negative,,,,
shape_cup,positive,,,,
share_hit,positive,,,,
share_suspend,negative,,,,
share_tumble,negative,,,,
shareholder_vote,negative,,,,
sharp_move,positive,,,,
shed_shop,positive,,,,
shed_stake,positive,,,,
shell_offer,positive,,,,
shell_pull,negative,,,,
shipment_slide,negative,,,,
shire_buy,positive,,,,
short_setup,negative,,,,
short_time,negative,,,,
show_efficacy,positive,,,,
show_growth,positive,,,,
show_increase,positive,,,,
show_potential,positive,,,,
show_promise,positive,,,,
show_result,positive,,,,
show_sign,positive,,,,
show_stock,negative,,,,
show_strength,positive,,,,
shrug_concern,positive,,,,
sign_deal,positive,,,,
signal_commitment,positive,,,,
signal_confidence,positive,,,,
signal_end,positive,,,,
signal_market,positive,,,,
signal_outlook,positive,,,,
signal_potential,positive,,,,
significant_advancement,positive,,,,
significant_cut,negative,,,,
significant_decline,negative,,,,
significant_drop,negative,,,,
significant_growth,positive,,,,
significant_layoff,negative,,,,
significant_loss,negative,,,,
significant_slowdown,negative,,,,
sill_worried,negative,,,,
slash_dividend,negative,,,,
slowdown_hit,negative,,,,
slowdown_impact,negative,,,,
snap_about,positive,,,,
snap_more,positive,,,,
so_go,positive,,,,
so_look,negative,,,,
so_sad,negative,,,,
so_well,positive,,,,
soar_market,positive,,,,
social_responsibility,positive,,,,
socially_conscious,positive,,,,
socially_responsible,positive,,,,
solid_gain,positive,,,,
solid_growth,positive,,,,
solid_start,positive,,,,
soon_have,positive,,,,
soon_start,positive,,,,
spend_money,positive,,,,
spending_increase,positive,,,,
spending_slow,negative,,,,
spin_plan,positive,,,,
spread_misinformation,negative,,,,
spread_role,negative,,,,
spy_put,negative,,,,
squeeze_play,negative,,,,
star_align,positive,,,,
start_finish,negative,,,,
start_one,positive,,,,
steady_growth,positive,,,,
step_chief,negative,,,,
step_drive,positive,,,,
still_act,negative,,,,
still_bearish,positive,,,,
still_happy,positive,,,,
still_hold,positive,,,,
still_lag,positive,,,,
still_love,positive,,,,
still_weak,negative,,,,
stimulate_growth,positive,,,,
stock_drop,negative,,,,
stock_fall,negative,,,,
stock_jump,positive,,,,
stock_look,negative,,,,
stock_plummet,negative,,,,
stock_rate,positive,,,,
stock_rise,positive,,,,
stock_soar,positive,,,,
stock_start,negative,,,,
stock_surge,positive,,,,
stock_up,positive,,,,
stomp_time,negative,,,,
strategic_direction,positive,,,,
strategic_partnership,positive,,,,
strong_booze,positive,,,,
strong_confidence,positive,,,,
strong_demand,positive,,,,
strong_earnings,positive,,,,
strong_economy,positive,,,,
strong_efficacy,positive,,,,
strong_finish,negative,,,,
strong_fundamental,positive,,,,
strong_growth,positive,,,,
strong_market,positive,,,,
strong_performance,positive,,,,
strong_position,positive,,,,
strong_potential,positive,,,,
strong_profit,positive,,,,
strong_rally,positive,,,,
strong_record,positive,,,,
strong_recovery,positive,,,,
strong_report,positive,,,,
strong_result,positive,,,,
strong_return,positive,,,,
strong_revenue,positive,,,,
strong_sale,positive,,,,
strong_shopper,positive,,,,
strong_spending,positive,,,,
study_say,positive,,,,
suffer_breach,negative,,,,
suffer_loss,negative,,,,
support_business,positive,,,,
support_initiative,positive,,,,
surpass_expectation,positive,,,,
surprise_city,positive,,,,
sustainable_energy,positive,,,,
sustainable_finance,positive,,,,
system_come,negative,,,,
take_advantage,negative,,,,
take_beating,positive,,,,
take_day,negative,,,,
take_hit,negative,,,,
take_place,positive,,,,
take_side,positive,,,,
take_toll,negative,,,,
talk_heat,positive,,,,
target_break,positive,,,,
tech_orchestrate,positive,,,,
technical_sell,negative,,,,
technical_swing,positive,,,,
technical_test,positive,,,,
technically_follow,negative,,,,
tell_investor,positive,,,,
tell_this,positive,,,,
temporarily_suspend,negative,,,,
tension_disrupt,negative,,,,
tension_escalate,negative,,,,
tension_lead,negative,,,,
tension_threaten,negative,,,,
then_buy,positive,,,,
then_take,positive,,,,
tie_allege,negative,,,,
to_announcement,negative,,,,
to_bank,positive,,,,
to_breach,negative,,,,
to_business,positive,,,,
to_call,negative,,,,
to_change,negative,,,,
to_concern,negative,,,,
to_customer,positive,,,,
to_date,negative,,,,
to_deal,positive,,,,
to_decline,negative,,,,
to_diversity,positive,,,,
to_economy,positive,,,,
to_efficiency,positive,,,,
to_favorite,positive,,,,
to_figure,negative,,,,
to_firm,positive,,,,
to_fuel,positive,,,,
to_group,positive,,,,
to_growth,positive,,,,
to_height,positive,,,,
to_home,negative,,,,
to_innovation,positive,,,,
to_loss,negative,,,,
to_margin,negative,,,,
to_mix,positive,,,,
to_neutral,negative,,,,
to_news,positive,,,,
to_payer,negative,,,,
to_payment,positive,,,,
to_percent,negative,,,,
to_position,positive,,,,
to_property,negative,,,,
to_purchase,positive,,,,
to_record,positive,,,,
to_report,positive,,,,
to_responsibility,positive,,,,
to_revenue,positive,,,,
to_shortage,negative,,,,
to_surge,negative,,,,
to_total,negative,,,,
to_treatment,positive,,,,
to_unit,positive,,,,
to_volatility,negative,,,,
to_work,positive,,,,
together_come,positive,,,,
top_gainer,positive,,,,
top_holding,positive,,,,
top_market,positive,,,,
top_stock,positive,,,,
top_talent,positive,,,,
total_recall,negative,,,,
total_risk,negative,,,,
trade_continue,positive,,,,
trade_stock,positive,,,,
trader_approve,positive,,,,
trading_report,positive,,,,
transition_pressure,negative,,,,
travel_resume,positive,,,,
tremendous_opportunity,positive,,,,
turn_detector,positive,,,,
twitter_face,negative,,,,
